id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong2-5-cau240,240. Nguyên tắc “điều trị toàn diện” đối với bệnh sốt rét có nghĩa là gì?,Điều trị toàn bộ những người sống cùng tập thể với bệnh nhân.,Dùng thuốc điều trị đặc hiệu với tất cả 4 thể lâm sàng của bệnh nhân.,Điều trị đặc hiệu kết hợp với diệt vector truyền bệnh.,Điều trị đặc hiệu kết hợp với nâng đỡ thể trạng bệnh nhân.,,A,[Không tìm thấy]
Chuong2-5-cau241,241. Artesunate thường được sử dụng với mục đích gì?,Chống tái phát.,Chống tái nhiễm.,Cắt cơn sốt rét.,Chống lây nhiễm.,,C,[Không tìm thấy]
Chuong2-5-cau242,242. Người là vật chủ chính của các loại ký sinh trùng sau ngoại trừ.,Sán lá gan nhỏ,Sán dây bò,Ký sinh trùng sốt rét,Giun chỉ,Giun tóc,C,[Không tìm thấy]
Chuong2-5-cau243,243. Người mắc bệnh sốt rét do bị.,Bọ chét đốt,Muỗi Anopheles truyền,Ruồi vàng đốt,Rệp cắn,Ve bọ truyền,B,[Không tìm thấy]
Chuong2-5-cau244,244. Đặc điểm của bệnh sốt rét là.,Sốt liên tục,Sốt thành cơn theo chu kỳ,Sốt không chu kỳ,Sốt nhẹ kéo dài,Sốt cao liên tục,B,[Không tìm thấy]
Chuong2-5-cau245,245. Ký sinh trùng sốt rét phát triển trong cơ thể muỗi ở giai đoạn nào?,Giai đoạn bào tử,Giai đoạn trứng,Giai đoạn ấu trùng,Giai đoạn trưởng thành,Giai đoạn thoa trùng,A,[Không tìm thấy]
Chuong2-5-cau246,246 . KST sốt rét thuộc về kiểu chu kỳ SỐT RÉT,1-Jan,3-Jan,2-Jan,4,5-Jan,E,[Không tìm thấy]
Chuong2-5-cau247,247 . Trong chu kỳ của KST sốt rét muỗi anophen là SỐT RÉT,Vật chủ chính và vật chủ phụ,Vật chủ phụ,Vừa là vật chủ chính vừa là vật chủ trung gian,Vật chủ chính,Vật chủ trung gian,C,[Không tìm thấy]
Chuong2-5-cau248,248 . KST gây bệnh ở đường máu RÉT,E.histolytica,G.intestinalis,P.falci,B.coli,T.vaginalis,C,[Không tìm thấy]
Chuong2-5-cau249,249 . Đơn bào không có bộ phận vận động RÉT,Trichomonas vaginalis,Giardia intestinalis,Entamoeba histolytica,Plasmodium vivax,B.coli,D,[Không tìm thấy]
Chuong2-5-cau250,250 . Số lượng mảnh trùng được tạo ra trong mỗi thể phân liệt ở gan đối với p.ovale SỐT RÉT,15 000,5000,20 000,10 000,25 000,A,[Không tìm thấy]
Chuong2-5-cau251,251 .Hạn định đời sống thể vô tính trong hồng cầu của p.vivax SỐT RÉT,"2,5-3y","1,5-2y","2-2,5y","1-1,5 năm","3-3,5y",B,[Không tìm thấy]
Chuong2-5-cau252,252 . Loại plasmodium có thể ngủ( hypnozoite) ở tế bào gan người là SỐT RÉT,P.berghei,P.malariae,P.falci,"P,vivax, ovale",,D,[Không tìm thấy]
Chuong2-5-cau253,253 . thời gian hoàn thành giai đoạn phát triển trong tế bào gan của p.falci từ SỐT RÉT,5-7 ngày,11-12 ngày,9-10 ngày,7-8 ngày,14-16 ngày,A,[Không tìm thấy]
Chuong2-5-cau254,254 . Thời gian hoàn thành giai đoạn phát triển trong tế bào gan của vivax SỐT RÉT,9-10 ngày,14-16 ngày,5-7 ngày,7-8 ngày,11-12 ngày,D,[Không tìm thấy]
Chuong2-5-cau255,255 . Thời gian hoàn thành giai đoạn phát triển trong tế bào gan của P Malariae SỐT RÉT,11-12 ngày,5-7 ngày,14-16 ng,7-8 ngày,9-10 ngày,C,[Không tìm thấy]
Chuong2-5-cau256,256 . Thời gian hoàn thành giai đoạn phát triển trong tế bào gan của p.ovale SỐT RÉT,5-7 ngày,9-10 ngày,7-8 ngày,14-16 ngày,11-12 ngày,B,[Không tìm thấy]
Chuong2-5-cau257,257 . Trong các loài plasmodium gây bệnh ở người loại thường gây thiếu máu nặng nhất là SỐT RÉT,Vivax,Falci,Malariae,Ovale,,B,[Không tìm thấy]
Chuong2-5-cau258,"258 . Sau một chu kì hồng cầu ở người, loại plasmodium nào có số lượng merozoite nhiều nhất SỐT RÉT",Malariae,Ovale,Vivax,Falci,,D,[Không tìm thấy]
Chuong2-5-cau259,"259 . Sau một chu kì hồng cầu ở người, loại plasmodium nào có số lượng merozoite ít nhất SỐT RÉT",Ovale,Malariae,Vivax,Falci,,B,[Không tìm thấy]
Chuong2-5-cau260,260. Loại plasmodium ở người gây sốt cách 2 ngày SỐT RÉT,Vivax,Ovale,Falci,Malariae,,D,[Không tìm thấy]
Chuong2-5-cau261,"261. Loại plasmodium ở người, khi xét nghiệm máu ngoại vi chỉ thấy thể trophozoite và gametocyte trong thể sốt rét thông thường SỐT RÉT",Ovale,Falci,Vivax,Malariae,,B,[Không tìm thấy]
Chuong2-5-cau262,262 . Loại plasmodium ở người có hạn định đời sống dài nhất SỐT RÉT,Ovale,Vivax,Falci,Malariae,,D,[Không tìm thấy]
Chuong2-5-cau263,263 . Loại plasmodium có hạn định đời sống ngắn nhất SỐT RÉT,Ovale,Falci,Vivax,Malariae,,B,[Không tìm thấy]
Chuong2-5-cau264,264 . Thể tư dưỡng non của p. vivax có đường kính SỐT RÉT,1/3 đường kính hồng cầu,1/5 đường kính hồng cầu,1/4 đường kính hồng cầu,1/2 đường kính hồng cầu,,A,[Không tìm thấy]
Chuong2-5-cau265,265 . Falci khi kí sinh trong cơ thể người không có đặc điểm sau SỐT RÉT,Gây thể bệnh có biến chứng,Có thể có 1-3 kst trong 1 hồng cầu,Hồng cầu bị ký sinh có kích thước bình thường,Không có thể ngủ trong gan,Gặp tất cả các dạng phát triển trong máu ngoại vi,E,[Không tìm thấy]
Chuong2-5-cau266,"266 . Sau cơn sốt đầu tiên, thời gian xuất hiện gian bào của falci ở máu ngoại vi khoảng SỐT RÉT",10d,1d,cùng lúc với cơn sốt,1m,2-3d,A,[Không tìm thấy]
Chuong2-5-cau267,267 . Thời gian tồn tại của gian bào của falci ở máu ngoại vi SỐT RÉT,vài giờ,1 năm,1w,39,Vài ngày,F,[Không tìm thấy]
Chuong2-5-cau268,268 . Số lượng mảnh trùng được tạo ra trong mỗi thể phân liệt ở gan đối với falci SỐT RÉT,20 000,10 000,30 000,1000,40 000,E,[Không tìm thấy]
Chuong2-5-cau269,269 . Số lượng mảnh trùng được tạo ra trong mỗi thể phân liệt ở gan đối với vivax SỐT RÉT,5000,25 000,20 000,10 000,15 000,D,[Không tìm thấy]
Chuong2-5-cau270,270 . Số lượng mảnh trùng được tạo ra trong mỗi thể phân liệt ở gan đối với malariae SỐT RÉT,30 000,40 000,15 000,2000,10 000,D,[Không tìm thấy]
Chuong2-5-cau271,271 . Số lượng mảnh trùng được tạo trong mỗi thể phân liệt ở hồng cầu của falci SỐT RÉT,12-Jun,Aug-32,24-Aug,16-Jun,20-Aug,B,[Không tìm thấy]
Chuong2-5-cau272,272 . Số lượng mảnh trùng được tạo trong mỗi thể phân liệt ở hồng cầu của vivax SỐT RÉT,16-Jun,12-Jun,20-Aug,40,Aug-32,F,[Không tìm thấy]
Chuong2-5-cau273,273 . Số lượng mảnh trùng được tạo trong mỗi thể phân liệt ở hồng cầu của malariae SỐT RÉT,12-Jun,24-Aug,20-Aug,Aug-32,16-Jun,A,[Không tìm thấy]
Chuong2-5-cau274,274 . Số lượng mảnh trùng được tạo trong mỗi thể phân liệt ở hồng cầu của ovale SỐT RÉT,24-Aug,20-Aug,Aug-32,12-Aug,16-Aug,D,[Không tìm thấy]
Chuong2-5-cau275,275 . Trong các loại plasmodium gây bệnh ở người loại thường gây thiếu máu nhẹ nhất SỐT RÉT,ovale,vivax,malariae,Falci,,C,[Không tìm thấy]
Chuong2-5-cau276,276 . Người có thể nhiễm sốt rét do SỐT RÉT,Truyền máu,Tiêm truyền,Tất cả,Muỗi đốt,Qua nhau thai,C,[Không tìm thấy]
Chuong2-5-cau277,277. KSt sốt rét có các loại hình thể sau SỐT RÉT,Giao bào,Tất cả,Phân liệt non,Phân liệt già,Tư dưỡng,B,[Không tìm thấy]
Chuong2-5-cau278,278 . CƠn sốt rét điển hình xuất hiện theo thứ tự sau SỐT RÉT,Sốt nóng-vã mồ hôi-rét run,Rét run-vã mồ hôi-Sốt nóng,Sốt nóng - rét run- vã mồ hôi,Rét run-sốt nóng-vã mồ hôi,,D,[Không tìm thấy]
Chuong2-5-cau279,279 .Chẩn đoán xác định bệnh sốt rét dựa vào SỐT RÉT,Bệnh nhân đó sống ở sốt rét lưu hành,Xét nghiệm lam máu tìm kst sốt rét,Bệnh nhân có tiền sử sốt rét,"Triệu chứng lâm sàng .sốt, thiếu máu, lách to",,B,[Không tìm thấy]
Chuong2-5-cau280,280 . Loại plasmodium ở người thường gây sốt rét hàng ngày SỐT RÉT,vivax,falci,ovale,malariae,,B,[Không tìm thấy]
Chuong2-5-cau281,281 .nguyên nhân gây sốt rét tái phát xa ở người nhiễm vivax SỐT RÉT,Plasmodium kháng thuốc,Hypnozoite ở hồng cầu,Điều trị không triệt để,Hypnozoite ở tế bào gan,merozoite tiềm tàng trong hồng cầu,D,[Không tìm thấy]
Chuong2-5-cau282,282 . Hạn định đời sống thể vô tính trong hồng cầu của falci SỐT RÉT,3-6m,6-20m,4-8m,7-24m,5-10m,B,[Không tìm thấy]
Chuong2-5-cau283,283 . Hạn định đời sống thể vô tính trong hồng cầu của ovale SỐT RÉT,1-2y,42,2-3y,4-5y,3-4y,F,[Không tìm thấy]
Chuong2-5-cau284,284 . Hạn định đời sống thể vô tính trong hồng cầu của malariae SỐT RÉT,1-2y,3-4y,2-3y,5-6y,4-5y,E,[Không tìm thấy]
Chuong2-5-cau285,285 . Kỹ thuật miễn dịch huỳnh quang gián tiếp(IFA) dùng để phát hiện SỐT RÉT,Cả kháng nguyên và kháng thể,Kháng nguyên của KST sốt rét,Kháng thể của KSt sốt rét,KST sốt rét,,C,[Không tìm thấy]
Chuong2-5-cau286,286 . Test parasight F dùng để phát hiện SỐT RÉT,Thể tư dưỡng falci,thể gian bào falci,Kháng nguyên hòa tan falci,Kháng thể falci,,D,[Không tìm thấy]
Chuong2-5-cau287,287 . P.malariae có những đặc điểm sau trừ SỐT RÉT,Giao bào hình liềm,Thể phân liệt có hình hoa thị,Hồng cầu bị kí sinh nhỏ hơn bình thường,Mật độ trong máu thường ít,Thể tư dương phát triển có hình băng dài,A,[Không tìm thấy]
Chuong2-5-cau288,288 . Phòng bệnh sốt rét lan tràn cần phải diệt SỐT RÉT,THể gian bào,Thể ngủ ở gan,Thể thao trùng,THể tư dưỡng,,A,[Không tìm thấy]
Chuong2-5-cau289,289 .loài plasmodium có thời gian tồn tại ngắn nhất trong cơ thể con người là SỐT RÉT,Cả vivax và Ovale,Falci,Ovale,Malariae,Vivax,B,[Không tìm thấy]
Chuong2-5-cau290,290 . Nguyên tắc điều trị sốt rét trừ SỐT RÉT,Điều trị chống kháng ở vung có KST kháng thuốc,Cắt KST nhanh,Điều trị toàn diện,"Điều trị sớm, đủ liều, an toàn cho bệnh nhân",Cắt sốt nhanh,B,[Không tìm thấy]
Chuong2-5-cau291,291 . Mục tiêu điều trị sốt rét trừ SỐT RÉT,"Cắt sốt nhanh, cắt KST nhanh",Giảm bớt nguồn bệnh cho cộng đồng,Hạn chế bệnh lây lan,Tăng cường sức khỏe cộng đồng,Hạn chế KST kháng thuốc,D,[Không tìm thấy]
Chuong2-5-cau292,292 . Thay đổi về gan trong bệnh sốt rét có thể là chọn sai SỐT RÉT,Ung thư gan,Các chức phận của gan bị tổn thương,"Ganto, đau","Tế bào Kupffer phì đại, tăng sinh",Nhu mô gan hoại tử và thoái hóa,A,[Không tìm thấy]
Chuong2-5-cau293,293 . Loài plasmodium thường gây tổn thương ở gan là SỐT RÉT,Vivax,Falci,Malariae,Ovale,,B,[Không tìm thấy]
Chuong2-5-cau294,294 . Những thay đổi về máu trong bệnh sốt rét có thể là chọn sai SỐT RÉT,Bạch cầu giảm,Hb giảm,Glucose tăng,Hồng cầu giảm,Sắt huyết thanh giảm,C,[Không tìm thấy]
Chuong2-5-cau295,295 . Nguyên nhân hồng cầu bị vỡ trong sốt rét là do chọn sai SỐT RÉT,Các yếu tố giải phóng từ kst sốt rét,Thực bào hồng cầu nhiễm kst sốt rét của tế bào đơn nhân,Dùng quinacrin không đúng liều,Tương tác giữa kháng thể và kháng nguyên KST gắn vào màng hồng cầu,Thể phân liệt già vỡ giải phóng merozoite,C,[Không tìm thấy]
Chuong2-5-cau296,296 . Loài Plasmodium làm hồng cầu dễ vỡ nhất SỐT RÉT,Falci,Malariae,Vivax,Ovale,,A,[Không tìm thấy]
Chuong2-5-cau297,297 . Nguyên nhân chủ yếu gây viêm thận ở bệnh nhân sốt rét kéo dài SỐT RÉT,Bệnh nhân dùng thuốc sốt rét kéo dài,Bệnh nhân thiếu G6PD,Độc tố của kst sốt rét,Tương tác giữa kháng thể và kháng nguyên sốt rét ở thận,Dị ứng thuốc sốt rét,C,[Không tìm thấy]
Chuong2-5-cau298,298 . Các biện pháp giải quyết trung gian truyền bệnh trong phòng chống sốt rét trừ SỐT RÉT,Sinh vật học,Cơ học,Cải tạo môi trường,Hóa học,Dùng súc vật làm hàng rào che chắn,E,[Không tìm thấy]
Chuong2-5-cau299,299 . Thể hoạt động G.intestinalis có đặc điểm hình thể sau. 1. Cơ thể đối xứng qua trục sống thân 2. Có 4 roi3. Có 1 nhân 4. Có 2 nhân 5. Có 8 roi ROI,A.125,B.345,C.234,D.145,,D,[Không tìm thấy]
Chuong2-5-cau300,300 .Đường lây nhiễm của T.vaginalis là .1. Tiêu hóa 2. Sinh dục 3. Tiết niệu 4. Máu 5. Hô hấp ROI,B.13,D.15,A.12,C.23,,D,[Không tìm thấy]
Chuong2-5-cau301,301 . Vị trí kí sinh thường gặp của T.vaginalis .1. Ruột non 2. Đường sinh dục 3. Tiết niệu 4. Dạ dày 5. Đường sinh dục và tiết niệu ROI,A.125,B.345,D.145,C.235,,D,[Không tìm thấy]
Chuong2-5-cau302,302 . Đơn bào chuyển động bằng roi.1. G.intestinalis (tr tiêu hóa )2. T.vaginalis ( tr âm đạo)3. E.histolytica ( lỵ amip) 4. B.coli ( trùng lông tiêu hóa) 5. 1 và 2 ROI,C.235,B.345,A.125,D.145,,C,[Không tìm thấy]
Chuong2-5-cau303,"303 .Phân người khi nhiễm G.intestinalis thường có đặc điểm .1. Nhiều nước, bọt 2. Nhày có máu 3. Nhão, sệt ít thành khuôn 4. Khô, rắn 5. Có máu đỏ tươi ROI",C.23,A.12,B.13,D.15,,C,[Không tìm thấy]
Chuong2-5-cau304,304 . G.intestinalis tồn tại trong cơ thể người ở các thể .1. Hoạt động 2. Bào nang 1 nhân 3. Bào nang 8 nhân 4. Bào nang 2 nhân 5. Bào nang 4 nhân ROI,C.134,B.345,D.145,A.125,,D,[Không tìm thấy]
Chuong2-5-cau305,305 . thể hoạt động G.intestinalis có đặc điểm .1. Có 2 đôi roi2. Có 1 nhân 3. Có 2 nhân 4. Có 4 nhân 5. Có 8 roi ROI,A.12,C.23,D.35,B.13,,C,[Không tìm thấy]
Chuong2-5-cau306,306 .Loại Plasmodium có thể ngủ ở tế bào gan người. 1. P.falci 2. P.vivax 3. P.ovale 4. P.berghei 5. P.malariae RÉT,C.23,D.35,A.12,B.13,,A,[Không tìm thấy]
Chuong2-5-cau307,307 .Người có thể bị nhiễm ký sinh trùng sốt rét do. 1. Muỗi đốt 2. Truyền máu 3. Tiêm chích ma túy 4. Uống nước lã 5. Động vật cắn RÉT,D.145,A.123,B.345,C.134,,B,[Không tìm thấy]
Chuong2-5-cau308,308 .Loại plasmodium không thể ngủ ở tế bào gan người . 1. P.falci 2. P.vivax 3. P.ovale 4. P.berghei 5. P.malariae RÉT,D.145,C.134,B.345,A.123,,A,[Không tìm thấy]
Chuong2-5-cau309,"309 . P.falci khi ký sinh ở người thường có đặc điểm.1. Hồng cầu bị ký sinh trương to, méo mó 2. Có thể có 1-3 nhẫn trong 1 hồng cầu 3. Trong hồng cầu xuất hiện hạt maurer 4. Không có thể ngủ trong gan 5. Sốt cách 2 ngày RÉT",B.13,C.34,D.35,A.12,,B,[Không tìm thấy]
Chuong2-5-cau310,310 .P.vivax khi ký sinh ở người thường có những đặc điểm .1. Trong hồng cầu có hạt sắc tố Schuffner 2. Hồng cầu bị ký sinh to hơn hồng cầu bình thường 3. Có thể ngủ ở gan 4. Thể phân liệt không gặp ở máu ngoại vi 5. Trong hồng cầu xuất hiện hạt sắc tố maurer RÉT,D.145,A.123,B.345,C.134,,B,[Không tìm thấy]
Chuong2-5-cau311,311 .Thể tư dưỡng của KST sốt rét của người có đặc điểm. 1. gây nhiễm cho muỗi 2. Phát triển thành thể phân liệt 3. Là nguồn bệnh sốt rét trong tự nhiên 4. Là nguồn bệnh trong truyền máu 5. Luôn có hình nhẫn RÉT,A.12,B.13,C.24,D.35,,C,[Không tìm thấy]
Chuong2-5-cau312,312 .Kỹ thuật miễn dịch men ELISA dùng để phát hiện.1. Thể tư dưỡng kst sốt rét 2. Kháng thể kst sốt rét 3. Kháng nguyên kst sốt rét 4. Cản KN và KT kst sốt rét 5. Thể giao bào kst sốt rét RÉT,C.234,A.123,D.145,B.345,,A,[Không tìm thấy]
Chuong2-5-cau313,313 . Phát hiện bệnh sốt rét gồm các biện pháp.1. Chủ động 2. Thụ động 3. Có hệ thống 4. Thường xuyên 5. Định kỳ 1 năm 2 lần RÉT,B.345,A.123,D.145,C.234,,B,[Không tìm thấy]
Chuong2-5-cau314,314 .Điều trị triệt để cho bệnh nhân sốt rét gồm. 1. Diệt thoa trùng 2. Cắt cơn sốt 3. Diệt thể ngủ 4. Diệt thể tiền hồng cầu 5. Diệt giao bào,B.345,C.235,D.145,A.123,,B,[Không tìm thấy]
Chuong2-5-cau315,315 .Nội dung giám sát ký sinh trùng sốt rét kháng thuốc bao gồm. 1. Loài kst sốt rét kháng thuốc 2. Khu vực bị kst sốt rét kháng thuốc 3. Mức độ kháng 4. Loại thuốc bị kháng 5. Các phác đồ chống kháng,D.145,A.134,B.345,75,C.235,B,[Không tìm thấy]
Chuong2-5-cau316,316 .Kỹ thuật nhuộm AO dùng để phát hiện. 1. kst sốt rét 2. KT kst sốt rét 3. KN kst sốt rét 4. 2 và 35. Thể tư dưỡng kst sốt rét,A.12,D.15,B.13,C.24,,B,[Không tìm thấy]
Chuong2-5-cau317,317 .Người là vật chủ chính của các loại kst sau trừ SỐT RÉT,A.lumbricoides,E.vermicularis,C.sinensis,P.ovale,F-buski,D,[Không tìm thấy]
