id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong3-1-cau240,240. Giun hình ống là loài.,Lưỡng tính vì có cơ quan sinh dục đực và cái riêng biệt trên mỗi cá thể.,Đơn tình vì có cơ quan sinh dục đực và cái riêng biệt trên mỗi cá thể.,Lưỡng tính vì không có con đực và cái riêng biệt.,Không phân biệt được lưỡng tính hay đơn tính.,,B,Giun hình ống là loài đơn tính (có cơ quan sinh dục đực và cái riêng biệt trên mỗi cá thể).
Chuong3-1-cau241,241. Ý nghĩa của hiện tượng giun lạc chỗ trong ký chủ là.,Giúp chứng minh một chu trình mới của giun trong ký chủ.,Giúp cho chẩn đoán lâm sàng tốt hơn.,Giải thích được các định vị bất thường của giun trong chẩn đoán.,Giúp tìm ra một biện pháp tốt trong dự phòng.,,C,Ý nghĩa là giải thích được các định vị bất thường của giun trong chẩn đoán.
Chuong3-1-cau242,242. Hiện tượng lạc chủ của giun nói lên mối quan hệ giữa.,Người và thú.,Người bệnh và người không bệnh.,Người lành mang mầm bệnh với người không bệnh.,Sự định vị bình thường của giun và cơ quan ký sinh bất thường.,,D,Lạc chủ (lạc chỗ) nói lên sự định vị bất thường của giun so với vị trí ký sinh bình thường.
Chuong3-1-cau243,243. Biểu hiện rối loạn tiêu hoá của các loại giun ký sinh đường ruột là yếu tố điển hình để chẩn đoán bệnh giun đường ruột.,Đúng vì giun ký sinh đường ruột sẽ gây nên các kích thích làm rối loạn nhu động ruột.,Sai vì không phải tất cả các loại giun đường ruột đều gây rối loạn tiêu hoá.,Đúng vì giun đường ruột hấp thu các chất dinh dưỡng trong ruột sẽ làm rối loạn hấp thu của ruột.,Sai vì không chỉ có giun ký sinh đường ruột mới biểu hiện lâm sàng bằng rối loạn tiêu hoá.,,B,Không phải tất cả các loại giun đường ruột đều gây rối loạn tiêu hoá (nhiều trường hợp không có triệu chứng).
Chuong3-1-cau244,244. Ascaris lumbricoides là loại giun.,"Có kích thước rất nhỏ, khó quan sát bằng mắt thường.","Có kích thước to, hình giống chiếc đũa ăn cơm.",Hình dáng giống cây roi của người luyện võ.,,,B,"Giun đũa có kích thước to, hình giống chiếc đũa ăn cơm."
Chuong3-1-cau245,245. Người bị nhiễm Ascaris lumbricoides khi.,"Nuốt phải trứng giun đũa có ấu trùng giun có trong thức ăn, thức uống.",Ấu trùng chui qua da vào máu đến ruột ký sinh.,Ăn phải thịt heo có chứa ấu trùng còn sống.,Muỗi hút máu truyền ấu trùng qua da.,,A,Nhiễm do nuốt phải trứng giun đũa có ấu trùng (trứng gây nhiễm).
Chuong3-1-cau246,246. Một trứng Ascaris lumbricoides có mang tính chất gây nhiễm khi.,Trứng giun phải có ấu trùng đã phát triển hoàn chỉnh bên trong trứng.,Trứng giun đã thụ tinh.,Trứng giun phải còn lớp vỏ albumin bên ngoài.,Trứng giun phải ở ngoại cảnh ít nhất trên 30 ngày.,,A,Trứng giun có tính gây nhiễm khi có ấu trùng đã phát triển hoàn chỉnh bên trong.
Chuong3-1-cau247,"247. Định vị lạc chỗ của Ascaris lumbricoides trưởng thành có thể gặp ở các cơ quan sau đây, ngoại trừ.",Ruột thừa,Ống mật chủ,Gan,Ống tuỵ,Lách.,E,Lách là cơ quan ngoại trừ giun trưởng thành lạc chỗ.
Chuong3-1-cau248,"248. Trong chu trình phát triển, khi ấu trùng Ascaris lumbricoides đến phổi, biểu hiện lâm sàng là.",Hội chứng Loeffler.,Rối loạn tiêu hoá.,Rối loạn tuần hoàn.,Hội chứng suy dinh dưỡng.,,A,Ấu trùng giun đũa đến phổi gây Hội chứng Loeffler.
Chuong3-1-cau249,249. Chẩn đoán chính xác người bị nhiễm bệnh Ascaris lumbricoides bằng.,Xét nghiệm phân tìm thấy trứng giun đũa trong phân.,Dựa vào dấu hiệu rối loạn tiêu hoá.,Biểu hiện sự tắc ruột.,Biểu hiện của hội chứng Loeffler.,,A,Chẩn đoán chính xác là xét nghiệm phân tìm thấy trứng giun đũa trong phân.
Chuong3-1-cau250,250. Chẩn đoán xác định trên lâm sàng người bị nhiễm bệnh Ascaris lumbricoides khi.,Có biểu hiện rối loạn tiêu hoá.,Người bệnh ói ra giun.,Có biểu hiện của tắc ruột.,,,B,Chẩn đoán xác định trên lâm sàng khi người bệnh ói ra giun.
Chuong3-1-cau251,"251. Trong phòng chống bệnh Ascaris lumbricoides, biện pháp không thực hiện là.",Giáo dục sử dụng hố xí hợp vệ sinh.,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể.,"Điều trị hàng loạt, đồng thời cho những người nhiễm giun.",,,B,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể không phải là biện pháp phòng chống thường quy.
Chuong3-1-cau252,252. Người bị nhiễm giun đũa có thể do.,Ăn rau quả tươi không sạch.,Ăn cá gỏi,Ăn tôm cua sống,Ăn thịt lợn tái,Ăn thịt bò tái,A,Nhiễm do nuốt phải trứng có ấu trùng có trong rau quả tươi không sạch.
Chuong3-1-cau253,253. Đường xâm nhập của bệnh giun đũa vào cơ thể là.,Đường tiêu hoá.,Đường sinh dục,Đường hô hấp,"Đường da, niêm mạc",,A,Mầm bệnh giun đũa xâm nhập vào cơ thể qua đường tiêu hoá (nuốt trứng).
Chuong3-1-cau254,254. Giun đũa có chu kỳ thuộc kiểu.,Phức tạp.,Đơn giản,Phải qua nhiều vật chủ trung gian,,,B,"Chu kỳ giun đũa là chu kỳ trực tiếp (đơn giản), không cần vật chủ trung gian."
Chuong3-1-cau255,255. Giun đũa trưởng thành ký sinh ở.,Ruột non.,Ruột già,Đường dẫn mật,Hạch bạch huyết,,A,Giun đũa trưởng thành ký sinh ở ruột non.
Chuong3-1-cau256,256. Thức ăn của giun đũa trưởng thành trong cơ thể người là.,Sinh chất ở ruột (nhũ chấp).,Dịch mật,Máu,Dịch bạch huyết,,A,Thức ăn là sinh chất ở ruột (nhũ chấp) của ký chủ.
Chuong3-1-cau257,257. Muốn chẩn đoán xác định bệnh giun đũa ta phải.,Xét nghiệm phân.,Xét nghiệm máu,Xét nghiệm đờm,Xét nghiệm dịch tá tràng,,A,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm trứng.
Chuong3-1-cau258,258. Trong chẩn đoán xét nghiệm giun đũa ta phải dùng kỷ thuật.,Xét nghiệm phong phú KaTo.,Xét nghiệm dịch tá tràng,Giấy bóng kính,Cấy phân,,A,Kỹ thuật Kato-Katz (Xét nghiệm phong phú KaTo) là kỹ thuật được sử dụng.
Chuong3-1-cau259,259. Bệnh giun đũa có tỷ lệ nhiễm cao ở.,Các nước có khí hậu nóng ẩm.,Các nước có khí hậu lạnh,Các nước có nền kinh tế đang phát triển,Các nước có khí hậu khô nóng,,A,Tỷ lệ nhiễm giun đũa cao ở các nước có khí hậu nóng ẩm.
Chuong3-1-cau260,260. Các cơ quan nội tạng của cơ thể mà ấu trùng giun đũa chu du ngoại trừ.,Thận.,Gan,Phổi,Tim,,A,Thận là cơ quan ngoại trừ chu trình chu du của ấu trùng giun đũa.
Chuong3-1-cau261,261. Biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.,Viêm ruột thưà.,Suy dinh dưỡng,Bán tắt ruột,,,C,Bán tắc ruột (tắc nghẽn ruột) là một trong những biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.
Chuong3-1-cau262,262. Thứ tự các cơ quan nội tạng ở người mà ấu trùng giun đũa đi qua.,"Ruột, Gan, Tim, Phổi.","Ruột, Tim, Gan, Phổi","Tim, Gan, Ruột, Phổi",,,A,Thứ tự chu du của ấu trùng giun đũa là Ruột -> Gan -> Tim -> Phổi.
Chuong3-1-cau263,263. Chu kỳ ngược dòng là đặc trưng của .,Necator americanus,Trichuris trichiura,Ascaris lumbricoides,Enterobius vermicularis,,D,Chu kỳ ngược dòng là đặc trưng của Enterobius vermicularis (giun kim).
Chuong3-1-cau264,264. Sự phát triển của giun đũa chó Toxocara khi người nuốt phải trứng,"Trứng nở thành ấu trùng, lang thang trong nội tạng",Trứng không thể nở,Phát triển thành con trưởng thành trong ruột người,"Trứng không thể nở, theo phân ra ngoại cảnh",,A,Trứng Toxocara nở thành ấu trùng và lang thang trong nội tạng người (người là vật chủ lạc chủ).
Chuong3-1-cau265,265. Người nhiễm giun đũa chó do,Nuốt phải trứng,Nuốt phải ấu trùng,Ấu trùng xuyên da,Ve chó chích hút máu,,A,Người nhiễm giun đũa chó do nuốt phải trứng có ấu trùng (trứng gây nhiễm).
Chuong3-1-cau266,266. Nguyên nhân gây ra triệu chứng Loeffler,Trứng giun nở trong ruột gây rối loạn tiêu hóa,Ấu trùng giun di chuyển vào phế nang,Ấu trùng giun di chuyển lên vị trí hầu họng gây kích ứng,Giun lạc chỗ lên đường hô hấp,,B,Hội chứng Loeffler là do ấu trùng giun đũa di chuyển vào phế nang (phổi) gây viêm.
Chuong3-1-cau267,267. Triệu chứng Loeffler,Tình trạng tắc ruột do nhiễm giun đũa nhiều,"Gây ngứa rát, viêm vùng hầu họng",Tình trạng giun đũa di chuyển lạc chỗ sang ống mật,Tăng nhu động ruột gây tiêu chảy,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau268,"268. ”Giun đũa sống trong ruột”, giun đũa là.",Ngoại ký sinh trùng,Ký sinh trùng truyền bệnh,Nội ký sinh trùng,Trung gian truyền bệnh,,C,Giun đũa là nội ký sinh trùng vì ký sinh trong ruột non của người.
Chuong3-1-cau269,269. Cấu tạo lớp vỏ đặc trưng của giun đũa,"Sắc tố mật, muối mật kết tủa",Albumin,Mảnh nhầy ruột của ký chủ,Canxi,,B,Trứng giun đũa thụ tinh có lớp vỏ albumin xù xì bên ngoài.
Chuong3-1-cau270,270. Vị trí ký sinh của giun đũa trưởng thành,Dạ dày,Ruột,Tĩnh mạch gan,Phổi,,B,Giun đũa trưởng thành ký sinh trong ruột non.
Chuong3-1-cau271,271. Thuốc không dùng điều trị bệnh giun đũa,Thiabendazol (trị giun lươn),Pamoat pyrantel,Albendazol,Mebendazol,,A,"Thiabendazol chủ yếu dùng điều trị giun lươn, không phải là thuốc chính điều trị giun đũa."
Chuong3-1-cau272,"272. Đặc điểm của giun đũa. (1) Con cái có thể đẻ trứng không cần thụ tinh, (2) Trứng điển hình có vỏ xù xì, (3) Trứng có phôi lúc mới sinh, (4) Chỉ có con cái trinh sản, (5) Đẻ trứng ở nếp gấp hậu môn người bệnh.","1, 2","1, 2, 4, 5","1, 2, 3","2, 3, 4, 5",,A,Giun đũa cái có thể đẻ trứng không thụ tinh và trứng thụ tinh điển hình có lớp vỏ albumin xù xì.
Chuong3-1-cau273,273. Tác nhân nào là tác nhân gây bệnh chủ yếu?,Vi khuẩn,Động vật chân khớp,Môi trường đất và không khí xung quanh,Giọt nước bọt và hạt phấn,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau274,274. Loại giun nào dưới đây không phải là giun lạc chủ?,Gnathostoma spinigerum,Strongyloides stercoralis,Angiostrongylus cantonensis,Ancylostoma braziliense,,B,Strongyloides stercoralis (Giun lươn) là KST thường ký sinh ở người và có thể hoàn thành chu trình trong người.
Chuong3-1-cau275,275. Ascaris lumbricoides có vòng đời phát triển theo sơ đồ nào dưới đây?,Người – VCP1 – VCP2 – Người,Người – Ngoại cảnh – Người,Người – VCP1 – Người,Động vật – Người,,B,Giun đũa có chu trình phát triển trực tiếp: Người – Ngoại cảnh – Người.
Chuong3-1-cau276,276. Giun đũa là ký sinh trùng.,Sống tự do,Ký sinh trong ruột non người,Ký sinh trong máu,Ký sinh trong phổi,Ký sinh trong gan,B,Giun đũa trưởng thành ký sinh trong ruột non người.
Chuong3-1-cau277,277. Người bị nhiễm giun đũa chủ yếu do.,Ăn thức ăn hoặc nước uống có chứa trứng giun,Tiếp xúc trực tiếp với người bệnh,Bị muỗi truyền,Ăn thịt chưa chín,Hít phải không khí chứa trứng giun,A,Người nhiễm giun đũa do ăn thức ăn hoặc nước uống có chứa trứng giun gây nhiễm.
Chuong3-1-cau278,278. Trứng giun đũa sau khi vào cơ thể người sẽ.,Nở thành ấu trùng trong ruột non,Di chuyển đến phổi,Tồn tại trong ruột già,Đi vào máu,Thoát ra ngoài qua phân,A,"Trứng giun đũa nở thành ấu trùng trong ruột non, sau đó ấu trùng mới chu du."
Chuong3-1-cau279,279. Ascaris lumbricoides là loại giun. ĐŨA,"Có kích thước rất nhỏ, khó quan sát bằng mắt thường.","Có kích thước to, hình giống chiếc đũa ăn cơm.",Hình dáng giống cây roi của người luyện võ.,Giun đực và cái thường cuộn vào nhau như đám chỉ rối.,B,"Giun đũa có kích thước to, hình giống chiếc đũa ăn cơm.",
Chuong3-1-cau280,280. Người bị nhiễm Ascaris lumbricoides khi. ĐŨA,"Nuốt phải trứng giun đũa có ấu trùng giun có trong thức ăn, thức uống.",Ấu trùng chui qua da vào máu đến ruột ký sinh.,Ăn phải thịt heo có chứa ấu trùng còn sống.,Muỗi hút máu truyền ấu trùng qua da.,Nuốt phải ấu trùng có trong rau sống.,A,Nhiễm do nuốt phải trứng giun đũa có ấu trùng (trứng gây nhiễm).
Chuong3-1-cau281,281. Một trứng Ascaris lumbricoides có mang tính chất gây nhiễm khi. ĐŨA,Trứng giun đã thụ tinh.,Trứng giun phải còn lớp vỏ albumin bên ngoài.,Trứng giun phải có ấu trùng đã phát triển hoàn chỉnh bên trong trứng.,Trứng giun phải ở ngoại cảnh ít nhất trên 30 ngày.,Trứng giun phải ở ngoại cảnh ít nhất 20 ngày.,C,Trứng giun có tính gây nhiễm khi có ấu trùng đã phát triển hoàn chỉnh bên trong.
Chuong3-1-cau282,"282. Định vị lạc chỗ của Ascaris lumbricoides trưởng thành có thể gặp ở các cơ quan sau đây, ngoại trừ. ĐŨA",Ruột thừa,Ống mật chủ,Gan.,Ống tuỵ,Lách.,E,Lách là cơ quan ngoại trừ giun trưởng thành lạc chỗ.
Chuong3-1-cau283,"283. Trong chu trình phát triển, khi ấu trùng Ascaris lumbricoides đến phổi, biểu hiện lâm sàng là. ĐŨA",Rối loạn tiêu hoá.,Rối loạn tuần hoàn,Hội chứng Loeffler.,Hội chứng suy dinh dưỡng.,Hội chứng thiếu máu.,C,Ấu trùng giun đũa đến phổi gây Hội chứng Loeffler.
Chuong3-1-cau284,284. Chẩn đoán chính xác người bị nhiễm bệnh Ascaris lumbricoides bằng. ĐŨA,Dựa vào dấu hiệu rối loạn tiêu hoá.,Biểu hiện sự tắc ruột.,Biểu hiện của hội chứng Loeffler.,Xét nghiệm máu tìm thấy bạch cầu toan tính tăng cao.,,[Không tìm thấy],Chẩn đoán chính xác là xét nghiệm phân tìm trứng giun đũa.
Chuong3-1-cau285,285. Chẩn đoán xác định trên lâm sàng người bị nhiễm bệnh Ascaris lumbricoides khi. ĐŨA,Có biểu hiện rối loạn tiêu hoá.,Có biểu hiện của tắc ruột.,Người bệnh ói ra giun.,Có suy dinh dưỡng ở trẻ em.,"Ở trẻ em có bụng to, xanh xao.",C,Chẩn đoán xác định trên lâm sàng khi người bệnh ói ra giun.
Chuong3-1-cau286,"286. Trong phòng chống bệnh Ascaris lumbricoides, biện pháp không thực hiện là. ĐŨA",Giáo dục sử dụng hố xí hợp vệ sinh.,"Điều trị hàng loạt, đồng thời cho những người nhiễm giun",Ăn uống đúng vệ sinh.,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể.,Không dùng phân tươi trong canh tác.,D,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể không phải là biện pháp phòng chống thường quy.
Chuong3-1-cau287,287. Người bị nhiễm giun đũa có thể do. ĐŨA,Ăn cá gỏi,Ăn tôm cua sống,Ăn thịt lợn tái,Ăn thịt bò tái,Ăn rau quả tươi không sạch.,E,Nhiễm do ăn rau quả tươi không sạch (nuốt trứng có ấu trùng).
Chuong3-1-cau288,288. Đường xâm nhập của bệnh giun đũa vào cơ thể là.,Đường sinh dục,Đường hô hấp,"Đường da, niêm mạc",Đường máu,Đường tiêu hoá.,E,Mầm bệnh giun đũa xâm nhập vào cơ thể qua đường tiêu hoá (nuốt trứng).
Chuong3-1-cau289,289. Giun đũa có chu kỳ thuộc kiểu.,Đơn giản,Phức tạp,Phải qua nhiều vật chủ trung gian,Phải có môi trường nước,Phải có điều kiện yếm khí,A,Giun đũa có chu kỳ trực tiếp (đơn giản).
Chuong3-1-cau290,290. Giun đũa trưởng thành ký sinh ở.,Ruột già,Đường dẫn mật,Hạch bạch huyết,Ruột non,Tá tràng,D,Giun đũa trưởng thành ký sinh ở ruột non.
Chuong3-1-cau291,291. Thức ăn của giun đũa trưởng thành trong cơ thể người là.,Sinh chất ở ruột (nhũ chấp),Đường hô hấp,"Đường da, niêm mạc",Đường máu,,A,Thức ăn là sinh chất ở ruột (nhũ chấp) của ký chủ.
Chuong3-1-cau292,292. Xét nghiệm giun đũa ta phải dùng kỹ thuật.,Xét nghiệm dịch tá tràng,Giấy bóng kính,Xét nghiệm phong phú KaTo.,Cấy phân,Chẩn đoán miễn dịch.,C,Kỹ thuật Kato-Katz (Xét nghiệm phong phú KaTo) là kỹ thuật được sử dụng.
Chuong3-1-cau293,293. Bệnh giun đũa có tỷ lệ nhiễm cao ở.,Các nước có khí hậu lạnh,Các nước có nền kinh tế đang phát triển,Các nước có khí hậu khô nóng,Các nước có khí hậu nóng ẩm,địa phương chuyên về nghề hầm mỏ.,D,Tỷ lệ nhiễm giun đũa cao ở các nước có khí hậu nóng ẩm.
Chuong3-1-cau294,294. Các cơ quan nội tạng của cơ thể mà ấu trùng giun đũa chu du ngoại trừ.,Gan,Phổi.,Thận.,Tim.,Ruột non.,C,Thận là cơ quan ngoại trừ chu trình chu du của ấu trùng giun đũa.
Chuong3-1-cau295,295. Biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.,Suy dinh dưỡng.,Bán tắt ruột.,Thủng ruột,Rối loạn tiêu hoá.,Đau bụng giun.,B,Bán tắc ruột (tắc nghẽn ruột) là một trong những biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.
Chuong3-1-cau296,296. Thứ tự các cơ quan nội tạng ở người mà ấu trùng giun đũa đi qua.,"Ruột, Gan, Tim, Phổi.","Ruột, Tim, Gan, Phổi.","Tim, Gan, Ruột, Phổi","Tim, Gan, Phổi, Hầu",,A,Thứ tự chu du của ấu trùng giun đũa là Ruột -> Gan -> Tim -> Phổi.
Chuong3-1-cau297,297. Vòng thắt ở 1/3 trước thân giun đũa cái có ý nghĩa về.,Tiêu hoá,Sinh dục,Bài tiết,Thần kinh,Dinh dưỡng,B,[Không tìm thấy]
Chuong3-1-cau298,298. Tỷ lệ nhiễm giun đũa ở người lớn ……………. ở trẻ em,Thấp hơn,Cao hơn,,,,A,Tỷ lệ nhiễm giun đũa ở người lớn thấp hơn ở trẻ em.
Chuong3-1-cau299,299. Tỷ lệ nhiễm giun đũa ở thôn quê ……………. ở thành phố,Cao hơn,Thấp hơn,,,,A,Tỷ lệ nhiễm giun đũa ở thôn quê cao hơn ở thành phố.
Chuong3-1-cau300,300. Một trong những nguyên nhân gây nên giun đũa lạc chỗ là ……………………,Thiếu thức ăn,Tìm nơi đẻ trứng,,,,A,Giun đũa lạc chỗ do thiếu thức ăn hoặc bị kích thích bởi thuốc.
Chuong3-1-cau301,301. Trứng giun đũa phát triển nhanh ở môi trường ………………..,Giàu ô xy,Hiếm khí,,,,A,Trứng giun đũa phát triển cần môi trường giàu ô xy.
Chuong3-1-cau302,302 . KST nào sau đây là Kst đơn ký GIUN TRÒN,Anopheles dirus,Xenopsylla cheopis,Fasciolopsis buski,Aedes aegypti,A.lumbricoides,E,A.lumbricoides (Giun đũa) là ký sinh trùng đơn ký (chu trình trực tiếp).
Chuong3-1-cau303,303 . Căn cứ để đặt tên giun đũa A.lumbricoides dựa vào,Vị trí ký sinh,Người tìm thấy kst đầu tiên,sinh thái,Kích thước,Hình thể,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau304,304 . Đường xâm nhập của mầm bệnh giun đũa vào trong cơ thể là,Hô hấp,Máu,Sinh dục,"Da, niêm mạc",Tiêu hóa,E,Mầm bệnh giun đũa xâm nhập vào cơ thể qua đường tiêu hóa (nuốt trứng).
Chuong3-1-cau305,305. Chu kỳ giun đũa có đặc điểm,Cần 1 vật chủ trung gian,Phát triển trực tiếp từ người bệnh sang người lành,Phải qua giai đoạn phát triển ở ngoại cảnh,Không cần giai đoạn phát triển ở ngoại cảnh,Cần 2 vật chủ trung gian,D,Trứng giun đũa cần phát triển ở ngoại cảnh (đất) để trở thành trứng gây nhiễm.
Chuong3-1-cau306,306 . Ấu trùng có giai đoạn chu du không qua gan của cơ thể vật chủ là chọn ý SAI ĐŨA,W.bancrofti,A.lumbricoides,A.đuoenale,E.vermicularis,T.trichiura,B,"Ấu trùng A.lumbricoides (giun đũa) có giai đoạn chu du qua gan, tim, phổi."
Chuong3-1-cau307,307. Người bị lây nhiễm bệnh giun đũa do ăn phải trứng có,Nhân còn nguyên vẹn,Ấu trùng bụ,Nhân bắt đầu phân chia,Nhân hình phôi đầu,Ấu trùng thanh,E,Trứng có tính gây nhiễm là trứng có ấu trùng thanh (ấu trùng đã phát triển hoàn chỉnh).
Chuong3-1-cau308,308 . Thời gian hoàn thành chu kỳ của giun đũa trong cơ thể,60-75d,12,6m,12-15d,1m,A,Thời gian hoàn thành chu kỳ (từ khi nhiễm đến khi giun trưởng thành đẻ trứng) là khoảng 60-70 ngày.
Chuong3-1-cau309,309 . Giun đũa có thể gây biến chứng ngoại khoa,Áp xe gan do giun,tất cả,Giun chui ống mật,Viêm ruột thừa,Tắc ruột,B,"Giun đũa có thể gây nhiều biến chứng ngoại khoa như áp xe gan, giun chui ống mật, viêm ruột thừa và tắc ruột."
Chuong3-1-cau310,310 . Tác hại lớn nhất của giun đũa trong cơ thể vật chủ là,Gây rối loạn hấp thu,Gây hội chứng Loeffler ở phổi,Chiếm vitamin a.d,Chiếm thức ăn,Tiết ra chất độc gây dị ứng,A,Giun đũa đoạt dinh dưỡng và gây rối loạn hấp thu là tác hại lớn nhất.
Chuong3-1-cau311,311 . Kỹ thuật xét nghiệm không sử dụng chẩn đoán xác định bệnh giun đũa là,Kato-katz,Kato,Giấy bóng kính,Trực tiếp,Willis,E,"Kỹ thuật Willis thường dùng để chẩn đoán trứng giun móc (trứng nổi), không phù hợp cho trứng giun đũa."
Chuong3-1-cau312,312 . Thuốc không điều trị trong giun đũa là,Piperazin,Mebendazol,Combantrin,Albendazol,Tinidazol,E,Tinidazol không được sử dụng để điều trị giun đũa.
Chuong3-1-cau313,313. Biện pháp được sử dụng để đề phòng giun đũa là,Vệ sinh môi trường,Thay đổi tập quán canh tác,Sử dụng nguồn nước sạch trong ăn uống,Vệ sinh cá nhân,Tất cả,E,Tất cả các biện pháp đều được sử dụng để đề phòng giun đũa.
Chuong3-1-cau314,314 .Hình thể con giun đũa (A.l) có đặc điểm sau.1.kích thước lớn nhất trong các loại giun đã học 2. con đực lớn hơn con cái 3. miệng có 2 môi lưng và 1 môi bụng 4. thân giun được bao bọc bởi lớp vỏ kitin 5. đuôi con đực thẳng đuôi con cái cong về phía bụng,B.13,D.15,C.14,A.12,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau315,315 . Chu kỳ giun đũa có đặc điểm.1. là chu kỳ đơn giản2. mầm bệnh xâm nhập chủ động vào cơ thể vật chủ 3. mầm bệnh có thời gian phát triển ở ngoại cảnh 4. ấu trùng có giai đoạn chu du trong cơ thể vật chủ 5. hoàn thành chu kỳ trong cơ thể người 1 tháng,B.234,C.235,D.134,A.123,,C,"Chu kỳ giun đũa là chu kỳ đơn giản, cần thời gian phát triển ở ngoại cảnh, và ấu trùng có giai đoạn chu du trong cơ thể vật chủ."
Chuong3-1-cau316,316 . Ấu trùng có giai đoạn chu du qua gan của cơ thể vật chủ là của. ĐŨA,T.trichiura,E.vermicularis,A.lumbricoides,A.duodenale,N.americanus,C,Ấu trùng A.lumbricoides (giun đũa) chu du qua gan trong chu trình phát triển.
