id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong3-3-cau265,265. Bệnh lý nào sau đây không phải do nhiễm giun móc/mỏ.,Thiếu máu,Đau bụng,Viêm gan,Suy tim,,C,Viêm gan không phải là bệnh lý chính do nhiễm giun móc/mỏ.
Chuong3-3-cau266,266. Giai đoạn nào của giun móc xâm nhập vào cơ thể người.,Ấu trùng giai đoạn 3,Ấu trùng giai đoạn 1,Ấu trùng giai đoạn 2,Trứng giun móc,,A,Ấu trùng giai đoạn 3 (L3) là thể gây nhiễm cho người.
Chuong3-3-cau267,267. Con trưởng thành của giun móc/mỏ chủ yếu ký sinh ở.,Dạ dày,Tá tràng,Ruột non,Ruột già,,B,Giun móc/mỏ trưởng thành ký sinh chủ yếu ở tá tràng.
Chuong3-3-cau268,268. Bệnh giun móc chủ yếu gây ra.,Tăng cân,Thiếu máu nhược sắc,Loét dạ dày,Vàng da,,B,Bệnh giun móc chủ yếu gây thiếu máu nhược sắc.
Chuong3-3-cau269,269. Cách phòng bệnh giun móc/mỏ hiệu quả nhất là.,Đi giày dép khi ra ngoài,Ăn thức ăn nấu chín,Uống nước đã đun sôi,Rửa tay thường xuyên,,A,Đi giày dép (tránh đi chân đất) là cách phòng bệnh hiệu quả nhất.
Chuong3-3-cau270,270. Giun móc/mỏ trưởng thành hút khoảng bao nhiêu ml máu mỗi ngày từ ký chủ.,"0,1 ml","0,2 ml","0,3 ml","0,4 ml",,B,"Giun móc (A. duodenale) hút khoảng 0,2ml máu mỗi ngày."
Chuong3-3-cau271,271. Triệu chứng phổ biến của bệnh giun móc nặng là.,Tiêu chảy,Sốt cao,Thiếu máu,Đau đầu,,C,Thiếu máu là triệu chứng phổ biến và quan trọng nhất của bệnh giun móc nặng.
Chuong3-3-cau272,272. Ấu trùng giun móc/mỏ thường phát triển trong điều kiện nào.,Môi trường nước,"Đất ẩm, nhiệt độ cao",Không khí khô,Đất sét cứng,,B,Ấu trùng giun móc/mỏ phát triển tốt trong đất ẩm và nhiệt độ cao.
Chuong3-3-cau273,273. Giai đoạn ấu trùng giun móc chu du trong cơ thể ký chủ gây ra triệu chứng.,Sốt cao,"Ho, đau ngực",Nổi mẩn đỏ,Tiêu chảy,,B,"Ấu trùng giun móc chu du qua phổi gây ra các triệu chứng hô hấp (Ho, đau ngực)."
Chuong3-3-cau274,274. Khu vực có nguy cơ cao nhiễm giun móc/mỏ ở Việt Nam là.,Vùng nông thôn,Thành phố,Khu công nghiệp,Đô thị,,A,Khu vực có nguy cơ cao nhiễm giun móc/mỏ là vùng nông thôn.
Chuong3-3-cau275,275. Giun móc có thể gây tổn thương gì khi ký sinh trong cơ thể.,Viêm niêm mạc ruột,Viêm gan,Viêm phổi,Viêm tụy,,A,Giun móc có thể gây viêm niêm mạc ruột (tá tràng).
Chuong3-3-cau276,276. Bệnh lý nào dễ xảy ra khi nhiễm giun móc nặng.,Thiếu máu,Vàng da,Sốt cao,Viêm ruột,,A,Thiếu máu dễ xảy ra khi nhiễm giun móc nặng.
Chuong3-3-cau277,277. Ấu trùng giun móc xâm nhập vào cơ thể qua.,Thức ăn,Nước uống,Da,Đường hô hấp,,C,Ấu trùng giun móc xâm nhập vào cơ thể chủ yếu qua da.
Chuong3-3-cau278,278. Thời gian ấu trùng giun móc phát triển từ trứng đến giai đoạn có thể xâm nhập cơ thể là.,5-10 ngày,15-20 ngày,1 tháng,2 tháng,,A,Ấu trùng giun móc phát triển thành giai đoạn gây nhiễm (L3) trong khoảng 5-10 ngày ở ngoại cảnh.
Chuong3-3-cau279,279. Giun móc/mỏ có thể sống trong cơ thể người trong bao lâu.,1-2 tháng,1-5 năm,10 năm,Suốt đời,,B,Giun móc/mỏ có thể sống trong cơ thể người trong khoảng 1-5 năm (hoặc lâu hơn).
Chuong3-3-cau280,280. Triệu chứng chính của bệnh giun móc là.,Đau bụng,Thiếu máu,Ho,Tiêu chảy,,B,Triệu chứng chính và nghiêm trọng nhất là thiếu máu.
Chuong3-3-cau281,281. Điều kiện nào thuận lợi cho sự phát triển của ấu trùng giun móc/mỏ trong tự nhiên.,"Đất ẩm, nhiệt độ cao",Đất sét cứng,Môi trường khô,Nước đọng,,A,Điều kiện thuận lợi là đất ẩm và nhiệt độ cao (nóng ẩm).
Chuong3-3-cau282,282. Ấu trùng giun móc và giun mỏ đều có thể xâm nhập vào người qua đường tiêu hoá,Đúng,Sai,,,,B,"Giun mỏ (Necator americanus) lây nhiễm chủ yếu qua da, không qua đường tiêu hóa."
Chuong3-3-cau283,"283. Trong chu kỳ phát triển của giun móc, ấu trùng xâm nhập vào cơ thể người qua.",Đường miệng,Da,Đường hô hấp,Mắt,Vết thương hở,B,Ấu trùng giun móc xâm nhập vào cơ thể người qua da.
Chuong3-3-cau284,284. Bệnh giun móc thường gây ra tình trạng gì ở người nhiễm?,Thiếu máu,Viêm phổi,Viêm da,Tiêu chảy,Dị ứng,A,Bệnh giun móc nặng thường gây thiếu máu.
Chuong3-3-cau285,285. Đặc điểm chu kỳ phát triển của giun móc là.,"Xâm nhập qua da, đi vào phổi, lên khí quản và xuống ruột non","Xâm nhập qua miệng, đi thẳng vào ruột non",Xâm nhập qua da và cư trú ở phổi,Xâm nhập qua đường hô hấp,Xâm nhập qua mắt,A,Ấu trùng xâm nhập qua da và chu du qua phổi trước khi về ruột non.
Chuong3-3-cau286,286. Giun hình ống (NEMATODA) là tên gọi để chỉ.,Các loại giun tròn ký sinh đường ruột,Các loại giun ký sinh ở người.,Các loại giun ký sinh ở người và thú.,"Các loại giun có thân tròn và dài, ký sinh hoặc không ký sinh.",Các loại giun ký sinh hoặc không ký sinh ở người.,D,"Giun hình ống là tên gọi chung cho các loại giun có thân tròn và dài, ký sinh hoặc không ký sinh."
Chuong3-3-cau287,287. Ý nghĩa của hiện tượng giun lạc chỗ trong ký chủ là.,Giúp chứng minh một chu trình mới của giun trong ký chủ.,Giúp cho chẩn đoán lâm sàng tốt hơn.,Giải thích được các định vị bất thường của giun trong chẩn đoán.,Giúp tìm ra một biện pháp tốt trong dự phòng.,Giúp cho xét nghiệm chọn được kỷ thuật phù hợp.,C,Giải thích được các định vị bất thường của giun trong chẩn đoán.
Chuong3-3-cau288,288. Biểu hiện rối loạn tiêu hoá của các loại giun ký sinh đường ruột là yếu tố điển hình để chẩn đoán bệnh giun đường ruột.,Đúng vì giun ký sinh đường ruột sẽ gây nên các kích thích làm rối loạn nhu động ruột.,Sai vì không phải tất cả các loại giun đường ruột đều gây rối loạn tiêu hoá.,Đúng vì giun đường ruột hấp thu các chất dinh dưỡng trong ruột sẽ làm rối loạn hấp thu của ruột.,Sai vì không chỉ có giun ký sinh đường ruột mới biểu hiện lâm sàng bằng rối loạn tiêu hoá.,Đúng nếu kết hợp với yếu tố dịch tể.,B,"Sai, vì không phải tất cả các loại giun đường ruột đều gây rối loạn tiêu hóa."
Chuong3-3-cau289,289 . KST xâm nhập qua da rồi vào máu là GIUN MÓC,T.vaginalis,A.lumbricoides,C.sinensis,F.buski,A.duodenale(giun móc),E,A.duodenale (giun móc) lây nhiễm qua da rồi vào máu.
Chuong3-3-cau290,290 . A.đuoenale lây nhiễm bằng con đường nào MÓC,Hô hấp,Da và đường tiêu hóa,Máu,Da,Đường tiêu hóa,B,Ancylostoma duodenale lây nhiễm qua da và đường tiêu hóa.
Chuong3-3-cau291,291 . Biện pháp không sử dụng trong phòng bệnh giun móc là,Ăn uống hợp vệ sinh,An toàn truyền máu,Quản lý và xử lý phân hóa học,Điều trị giun định kỳ,Không sử dụng phân tươi trong canh tác,B,An toàn truyền máu không phải là biện pháp phòng bệnh giun móc.
Chuong3-3-cau292,292 . chu kỳ a.duodenale chọn ý SAI MÓC,Lây nhiễm qua da và đường tiêu hóa,"Ấu trùng có giai đoạn chu du qua gan, tim, phổi",Thuộc loại đơn giản,Ký sinh chủ yếu ở tá tràng,Thời gian hoàn thành chu kì khoảng 35-45 ngày,B,"Ấu trùng giun móc chu du qua Tim và Phổi, nhưng không qua Gan."
Chuong3-3-cau293,293 . Chu kỳ N.americanus CHỌN Ý SAI MÓC,Lây nhiễm qua da,"Ấu trùng có giai đoạn chu du qua tim, gan, phổi",Thời gian hoàn thành chu kỳ qua da khoảng 2-4m,Thuộc loạij đơn giản,Ký sinh chủ yếu ở tá tràng,B,"Ấu trùng giun mỏ chu du qua Tim và Phổi, nhưng không qua Gan."
Chuong3-3-cau294,294 . ẤU trùng giun móc xâm nhập vào cơ thể ở giai đoạn,1,4,3,2,5,C,Ấu trùng giai đoạn 3 (L3) là thể gây nhiễm cho người.
Chuong3-3-cau295,"295. Xâm nhập vào cơ thể người qua đường tiêu hóa, ấu trùng A.duodenale sẽ MÓC","Chui vào niêm mạc ruột phát triển, rồi chui ra ký sinh ở tá tràng",Ký sinh ở tá tràng phát triển thành giun trưởng thành,"Theo hệ thống tĩnh mạch lên tim, phổi để tiếp tục chu kỳ","Theo hệ thống tim mạch lên gan, tim, phổi để tiếp tục chu kỳ",,A,"Ấu trùng có thể chui vào niêm mạc ruột phát triển, rồi chui ra ký sinh ở tá tràng (chu kỳ ẩn)."
Chuong3-3-cau296,296 . Ấu trùng giun móc mỏ xâm nhập vào cơ thể người nhờ khả năng,Hướng lên cao và nơi có độ ẩm cao,"Hướng lên cao , tới nơi có độ ẩm cao và nơi có vật chủ",14,Hướng lên cao,Hướng tới cơ thể vật chủ,B,"Ấu trùng L3 có khả năng hướng lên cao, tới nơi có độ ẩm cao và hướng tới vật chủ."
Chuong3-3-cau297,"297 . Ấu trùng giun có giai đoạn chu du qua tim, phổi nhưng không qua gan người là MÓC",W.bancrofti,A.lumbricoides,E.vermicularis,A. duodenale,T.trichiura,D,"Ấu trùng A. duodenale chu du qua tim và phổi, nhưng không qua gan."
Chuong3-3-cau298,298 . A.duodenale (giun móc) lây nhiễm vào cơ thể người qua.1. Da/2. đường tiêu hoá/3. hô hấp/4. Máu/5. da và đường tiêu hoá,D.245,B.125,234,A.123,,B,"A. duodenale lây nhiễm qua da (1), đường tiêu hóa (2) hoặc cả hai (5)."
Chuong3-3-cau299,299 . Loại giun mầm bệnh lây nhiễm vào người bằng thể ấu trùng là.1. N.americanus ( giun mỏ)/2. T. trichiura (tóc)/3. A.lumbricoides (đũa)/4. B.malayi (chỉ)/5. E. vermicularis ( kim) MÓC,C.34,D.45,B.24,A. 14,,D,N. americanus (1) và B. malayi (4) lây nhiễm bằng thể ấu trùng trần (không phải trứng có ấu trùng).
Chuong3-3-cau300,300 . Đặc điểm hình thể con giun móc (A.d) đực.1. dài hơn con cái 2. đuôi nhọn 3. lỗ sinh dục cũng là lỗ hậu môn 4. đuôi xòe như chân ếch 5. miệng có 4 móc,A.123,C.345,D.135,B.234,,[Không tìm thấy],[Không tìm thấy]
Chuong3-3-cau301,301 . Đặc điểm hình thể con giun móc (A.d) cái.1. dài hơn con đực 2. đuôi nhọn 3.lỗ sinh dục cũng là lỗ hậu môn 4. đuôi xòe như chân ếch 5. miệng có 4 móc,C.245,B.234,D.125,A.123,,C,"Giun móc cái dài hơn con đực (1), có đuôi nhọn (2) và miệng có 4 móc (5)."
Chuong3-3-cau302,302 . Chu kỳ của N.americanus ( giun mỏ ) có đặc điểm.1. lây nhiễm qua đường tiêu hoá 2. đời sống ký sinh kéo dài 4-5 năm 3. thời gian hoàn thành chu kì 6-7 tuần 4. trong giai đoạn chu kỳ có chu du qua tim phổi của vật chủ 5. mầm bệnh có giai đoạn phát triển ở ngoại cảnh,D.135,A.123,C.345,B.234,,D,"Chu kỳ giun mỏ có đời sống ký sinh kéo dài 4-5 năm (2), hoàn thành trong 6-7 tuần (3) và có chu du qua tim phổi (4)."
Chuong3-3-cau303,303 .Chu kỳ của N.americanus ( giun mỏ) có đặc điểm .1. lây nhiễm qua da 2. đời sống con trưởng thành kéo dài 4-5 năm 3. thời kỳ hoàn thành chu kỳ 9-10 tuần 4. trong giai đoạn chu kỳ không chu du qua tim phổi của vật chủ 5. mầm bệnh có giai đoạn phát triển ở ngoại cảnh,B.13,A.12,D.15,C.14,,B,Giun mỏ lây nhiễm qua da (1) và có đời sống kéo dài 4-5 năm (2).
Chuong3-3-cau304,304 . Chu kỳ của A.duodenalae ( giun móc) có đặc điểm.1. lây nhiễm qua da 2. đời sống con trưởng thành kéo dài 10-13 năm 3. thời kỳ hoàn thành chu kỳ 9-10 tuần 4. trong giai đoạn chu kỳ không chu du qua tim phổi của vật chủ 5. mầm bệnh có giai đoạn phát triển ở ngoại cảnh,D.125,B.234,C.134,A.123,,A,"Chu kỳ giun móc (A.d) có đặc điểm lây nhiễm qua da (1), đời sống trưởng thành kéo dài (2), và cần phát triển ở ngoại cảnh (5)."
Chuong3-3-cau305,305 . Loại giun lây nhiễm vào người bằng thể ấu trùng.1. A.duodenale (giun móc)2. T. trichiura (tóc)3. A.lumbricoides (đũa)4. W.bancrofti (chỉ)5. E. vermicularis ( kim),C.14,D.15,A.12,B.13,,A,A. duodenale (1) và W. bancrofti (4) là hai loại giun lây nhiễm vào người bằng thể ấu trùng.
Chuong3-3-cau306,306. Ấu trùng loại giun có giai đoạn phát triển ở ngoại cảnh rồi vào người.1. A.duodenale (giun móc)2. N.americanus ( giun mỏ)3. T. trichiura (tóc)4. A.lumbricoides (đũa)5. W.bancrofti (chỉ) MÓC,A.12,D.15,67,C.14,B.13,A,Giun móc (1) và Giun mỏ (2) đều cần giai đoạn phát triển ở ngoại cảnh.
Chuong3-3-cau307,307 . loại giun mầm bệnh xâm nhập vào người bằng thể ấu trùng.1. A.duodenale (giun móc)2. N.americanus ( giun mỏ)3. T. trichiura (tóc)4. A.lumbricoides (đũa)5. W.bancrofti (chỉ) MÓC,B.345,C.235,D.134,A.125,,D,"A.duodenale (1), N.americanus (2) và W.bancrofti (5) lây nhiễm bằng thể ấu trùng."
Chuong3-3-cau308,308 . Đặc điểm thiếu máu trong bệnh giun mỏ (N.a) .1. thiếu máu tiệm tiến 2. thiếu máu thiếu sắt 3. Hb trong máu tăng 4. không làm Protein máu giảm 5. kèm theo giảm vtm B1; B2;A;C,C.235,A.125,D.134,B.345,,B,"Thiếu máu trong bệnh giun mỏ là thiếu máu tiệm tiến (1), thiếu sắt (2), và kèm theo giảm vitamin (5)."
Chuong3-3-cau309,309 .Thời gian xét nghiệm phân tối đa 24 giờ để tìm trứng chẩn đoán bệnh MÓC,Giun kim,Sán lá phổi,Giun chỉ,Sán lá gan,Giun móc,E,Cần xét nghiệm phân tìm trứng giun móc trong vòng 24 giờ vì trứng nở nhanh thành ấu trùng I ở ngoại cảnh.
Chuong3-3-cau310,310 .Thức ăn của giun móc/mỏ trong cơ thể người.,Máu,Dịch bạch huyết,Sinh chất ruột,"Sinh chất ruột, dịch mật, bạch huyết",Dịch mật,A,Thức ăn chính của giun móc/mỏ là máu.
Chuong3-3-cau311,311 .Tác hại lớn nhất của giun móc/mỏ đối với cơ thể người.,Viêm da,Gây thiếu máu,Gây rối loạn tiêu hóa,Gây hội chứng Loeffler,"Hủy hoại protid, glucid, lipid của hình thức ăn trong lòng ruột",B,Tác hại lớn nhất là gây thiếu máu.
Chuong3-3-cau312,312 .Nhiễm giun móc/mỏ lâu ngày sẽ dẫn đến.,Trẻ chậm lớn và chậm phát triển trí tuệ,Tất cả,,,,A,"Nhiễm giun móc/mỏ lâu ngày gây thiếu máu và suy dinh dưỡng, dẫn đến chậm lớn và chậm phát triển trí tuệ ở trẻ em."
Chuong3-3-cau313,313 .Nguyên nhân gây bệnh thiếu máu trong bệnh giun móc/mỏ.,Giun tiết ra chất làm vỡ hồng cầu,Giun vừa hút máu vừa thải máu qua hậu môn,Giun vừa hút máu vừa tiết ra chất ức chế cơ quan tạo máu,Giun vừa hút máu vừa tiết ra chất chống đông làm máu tiếp tục chảy,Giun dinh dưỡng bằng máu,D,"Giun móc hút máu và tiết chất chống đông làm máu tiếp tục chảy rỉ, gây thiếu máu."
Chuong3-3-cau314,314 . Chẩn đoán xác định bệnh.A.duodenale tại cộng đồng chủ yếu dựa vào. MÓC,xét nghiệm phân tìm trứng,Xét nghiệm dịch tá tràng tìm ấu trùng,A và B,Lâm sàng,Dịch tễ,A,Chẩn đoán xác định bệnh giun móc tại cộng đồng chủ yếu dựa vào xét nghiệm phân tìm trứng.
Chuong3-3-cau315,315 . Chẩn đoán xác định bệnh.N.americanus tại cộng đồng chủ yếu dựa vào. MÓC,Xét nghiệm dịch tá tràng tìm ấu trùng,A và B,xét nghiệm phân tìm trứng,Dịch tễ,Lâm sàng,C,Chẩn đoán xác định bệnh giun mỏ tại cộng đồng chủ yếu dựa vào xét nghiệm phân tìm trứng.
Chuong3-3-cau316,316 . Biện pháp không sử dụng trong phòng ngừa giun móc là.,"Bảo hộ lao động khi tiếp xúc với phân, đất",Ăn uống hợp vệ sinh,Điều trị giun định kỳ,Sử dụng phân tươi bón ruộng,Quản lý và xử lý phân khoa học,D,"Sử dụng phân tươi bón ruộng làm tăng nguy cơ lây nhiễm, không phải biện pháp phòng ngừa."
Chuong3-3-cau317,317 . Chu kỳ giun móc có đặc điểm.,Không cần phải qua gđ phát triển ở ngoại cảnh,Phải qua giai đoạn phát triển ở ngoại cảnh,Cần 1 vật chủ trung gian,Cần 2 vật chủ trung gian,Phát triển trực tiếp từ người bệnh sang người lành,B,Chu kỳ giun móc cần phải qua giai đoạn phát triển ở ngoại cảnh để trứng nở thành ấu trùng gây nhiễm.
